# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-F" "GTF" "-a" "genome.gtf" "-t" "gene" "-g" "gene_id" "-s" "1" "-o" "counts_matrix.txt" "/ifb/data/mydatalocal/work/ed/a50959958c8a1035b7ca4e90a61e61/SRR10379722_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/50/0ed48766b0e229f79413cf426b225b/SRR10379726_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/c8/3784a96f58cb6d43cefcc83da746bc/SRR10379723_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/a3/a70741af2b0a622c0e9a52865ad90f/SRR10379724_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/e3/c0b8388a2096991a6f71f12bbaee56/SRR10379721_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/b1/f7b1948a746a8f0ce94c83754b5bd0/SRR10379725_trimmed.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/ifb/data/mydatalocal/work/ed/a50959958c8a1035b7ca4e90a61e61/SRR10379722_trimmed.sorted.bam	/ifb/data/mydatalocal/work/50/0ed48766b0e229f79413cf426b225b/SRR10379726_trimmed.sorted.bam	/ifb/data/mydatalocal/work/c8/3784a96f58cb6d43cefcc83da746bc/SRR10379723_trimmed.sorted.bam	/ifb/data/mydatalocal/work/a3/a70741af2b0a622c0e9a52865ad90f/SRR10379724_trimmed.sorted.bam	/ifb/data/mydatalocal/work/e3/c0b8388a2096991a6f71f12bbaee56/SRR10379721_trimmed.sorted.bam	/ifb/data/mydatalocal/work/b1/f7b1948a746a8f0ce94c83754b5bd0/SRR10379725_trimmed.sorted.bam
SAOUHSC_01886	NC_007795.1	1798611	1799075	-	465	1161	277	906	1085	1202	810
SAOUHSC_01887	NC_007795.1	1799088	1800269	-	1182	2950	444	2330	2314	2494	2757
SAOUHSC_01888	NC_007795.1	1800280	1800912	-	633	1517	302	1168	1288	1390	1328
SAOUHSC_01889	NC_007795.1	1800919	1801923	-	1005	3071	1006	2203	2898	2514	2875
SAOUHSC_01890	NC_007795.1	1802443	1803945	-	1503	359	150	300	710	447	734
SAOUHSC_01891	NC_007795.1	1804468	1804782	+	315	433	12	366	292	456	470
SAOUHSC_01893	NC_007795.1	1804782	1806074	+	1293	1585	62	1707	1080	1758	1413
SAOUHSC_01894	NC_007795.1	1806092	1806487	+	396	832	169	874	616	943	606
SAOUHSC_01895	NC_007795.1	1806782	1807636	-	855	7199	1659	6488	9287	8617	12015
SAOUHSC_01896	NC_007795.1	1807912	1808136	-	225	773	115	804	1774	1162	2172
SAOUHSC_01897	NC_007795.1	1808335	1808805	+	471	465	17	701	574	634	401
SAOUHSC_01898	NC_007795.1	1808918	1809361	+	444	518	21	846	595	687	333
SAOUHSC_01899	NC_007795.1	1809348	1809791	-	444	274	93	306	1426	371	2102
SAOUHSC_01900	NC_007795.1	1810087	1810722	+	636	703	27	1023	461	1260	287
SAOUHSC_01901	NC_007795.1	1811162	1811875	-	714	5243	873	2796	12216	7083	12580
SAOUHSC_01902	NC_007795.1	1812135	1812437	+	303	21	26	35	288	43	243
SAOUHSC_01903	NC_007795.1	1812693	1813058	+	366	36	22	40	147	48	198
SAOUHSC_01904	NC_007795.1	1813055	1813408	+	354	72	14	74	102	116	141
SAOUHSC_01905	NC_007795.1	1813964	1815217	+	1254	244	8	241	128	296	113
SAOUHSC_01907	NC_007795.1	1815492	1816325	-	834	1109	1100	575	2140	1236	2923
SAOUHSC_01908	NC_007795.1	1816537	1817445	-	909	7693	575	6676	10520	9538	11654
SAOUHSC_01909	NC_007795.1	1817570	1818763	-	1194	6882	2794	7154	9223	8941	11336
SAOUHSC_01910	NC_007795.1	1819134	1820726	+	1593	39929	5677	24271	32303	38712	38226
SAOUHSC_01911	NC_007795.1	1820862	1821347	-	486	475	78	553	1181	656	2037
SAOUHSC_01912	NC_007795.1	1821722	1822468	-	747	371	97	372	185	669	163
SAOUHSC_01913	NC_007795.1	1822473	1822946	-	474	41	17	46	52	66	82
SAOUHSC_01914	NC_007795.1	1823012	1823269	+	258	835	254	792	1860	1198	2167
SAOUHSC_01915	NC_007795.1	1823266	1824267	-	1002	577	174	503	799	887	787
SAOUHSC_01916	NC_007795.1	1824272	1825750	-	1479	507	293	377	909	706	956
SAOUHSC_01917	NC_007795.1	1825909	1826364	-	456	317	4	367	89	502	103
SAOUHSC_01918	NC_007795.1	1826667	1827317	+	651	14669	1177	8926	11323	11067	9190
SAOUHSC_01919	NC_007795.1	1827398	1828393	+	996	21597	1826	14139	14221	17683	8861
SAOUHSC_01920	NC_007795.1	1828469	1829095	+	627	291	25	273	450	330	374
SAOUHSC_01921	NC_007795.1	1829136	1829480	+	345	155	6	135	216	209	126
SAOUHSC_01922	NC_007795.1	1829578	1830129	+	552	313	33	332	378	504	367
SAOUHSC_01923	NC_007795.1	1830347	1830988	-	642	53	20	64	230	92	219
SAOUHSC_01924	NC_007795.1	1831102	1831287	-	186	6	1	6	10	18	32
SAOUHSC_01925	NC_007795.1	1831289	1831465	-	177	24	33	28	29	25	29
SAOUHSC_01926	NC_007795.1	1831476	1831859	-	384	313	167	287	336	380	778
SAOUHSC_01928	NC_007795.1	1832463	1832606	-	144	147	7	93	147	146	284
SAOUHSC_01929	NC_007795.1	1833027	1833128	+	102	20	3	13	39	33	10
SAOUHSC_01930	NC_007795.1	1833476	1833835	-	360	240	55	511	453	409	710
SAOUHSC_01931	NC_007795.1	1834373	1838485	-	4113	409	217	587	1037	690	1291
SAOUHSC_01932	NC_007795.1	1839335	1840534	-	1200	496	429	480	1275	795	1656
SAOUHSC_01933	NC_007795.1	1840527	1842266	-	1740	353	601	289	1585	519	1722
SAOUHSC_01934	NC_007795.1	1842247	1842381	-	135	6	3	12	6	22	5
SAOUHSC_01935	NC_007795.1	1842446	1843165	-	720	638	103	631	236	1457	355
SAOUHSC_01936	NC_007795.1	1843316	1844032	-	717	408	70	323	159	760	255
SAOUHSC_01937	NC_007795.1	1844134	1844241	+	108	1	0	5	4	3	9
SAOUHSC_01938	NC_007795.1	1844190	1844909	-	720	617	221	501	256	1163	473
SAOUHSC_01939	NC_007795.1	1845030	1845749	-	720	679	142	501	281	1089	593
SAOUHSC_01941	NC_007795.1	1845807	1846529	-	723	569	166	495	358	1018	917
SAOUHSC_01942	NC_007795.1	1846654	1847361	-	708	613	172	467	414	1083	764
SAOUHSC_01944	NC_007795.1	1848325	1848891	+	567	463	76	504	905	880	686
SAOUHSC_01945	NC_007795.1	1849365	1850063	-	699	560	214	524	1326	672	2310
SAOUHSC_01947	NC_007795.1	1850060	1850821	-	762	546	595	360	1395	567	1350
SAOUHSC_01948	NC_007795.1	1850818	1851510	-	693	1315	454	782	2677	1166	3168
SAOUHSC_01949	NC_007795.1	1851533	1852906	-	1374	872	201	583	1325	991	1715
SAOUHSC_01950	NC_007795.1	1852916	1853434	-	519	47	4	48	44	61	47
SAOUHSC_01951	NC_007795.1	1853450	1854694	-	1245	148	19	170	131	259	204
SAOUHSC_01952	NC_007795.1	1854687	1857680	-	2994	347	24	363	338	521	516
SAOUHSC_01953	NC_007795.1	1857745	1857888	-	144	241	6	162	159	367	141
SAOUHSC_01954	NC_007795.1	1859010	1859993	-	984	328	26	292	153	476	166
SAOUHSC_01955	NC_007795.1	1859995	1860900	-	906	160	8	137	75	214	94
SAOUHSC_01956	NC_007795.1	1861729	1862268	+	540	268	9	319	224	373	195
SAOUHSC_01957	NC_007795.1	1862281	1863069	+	789	1266	462	1348	2694	1752	4618
SAOUHSC_T00050	NC_007795.1	1864312	1864400	-	89	120	156	80	227	151	166
SAOUHSC_T00019	NC_007795.1	1864455	1864526	-	72	578	603	434	497	734	116
SAOUHSC_T0009	NC_007795.1	1864528	1864602	-	75	219	151	218	205	302	31
SAOUHSC_T00022	NC_007795.1	1864617	1864690	-	74	368	157	323	291	430	81
SAOUHSC_T00026	NC_007795.1	1864706	1864781	-	76	865	586	765	753	1114	388
SAOUHSC_T00042	NC_007795.1	1864795	1864867	-	73	842	469	798	945	1026	751
SAOUHSC_T00012	NC_007795.1	1864884	1864959	-	76	106	174	77	176	152	96
SAOUHSC_T00038	NC_007795.1	1864981	1865054	-	74	249	546	209	490	303	248
SAOUHSC_01958	NC_007795.1	1865526	1866080	-	555	688	491	522	1499	727	2121
SAOUHSC_01960	NC_007795.1	1866403	1867803	-	1401	5300	1254	4401	5296	5771	6600
SAOUHSC_01961	NC_007795.1	1867827	1868750	-	924	2602	990	1921	2971	2622	3809
SAOUHSC_01962	NC_007795.1	1868808	1869845	-	1038	2581	585	2034	3298	2710	4797
SAOUHSC_01963	NC_007795.1	1869835	1869945	-	111	0	2	1	2	0	1
SAOUHSC_01964	NC_007795.1	1870108	1870611	+	504	2869	689	1668	13651	3139	18927
SAOUHSC_01966	NC_007795.1	1870735	1871958	-	1224	1458	750	1515	4684	2372	5881
SAOUHSC_01967	NC_007795.1	1871951	1872691	-	741	803	377	545	3271	1126	3580
SAOUHSC_01968	NC_007795.1	1872825	1873247	+	423	2212	195	1924	4432	2618	5369
SAOUHSC_01969	NC_007795.1	1873389	1873754	+	366	8641	15910	6109	34254	9973	34038
SAOUHSC_01971	NC_007795.1	1874487	1875044	+	558	101	42	90	509	133	450
SAOUHSC_01972	NC_007795.1	1875249	1876211	+	963	39523	1932	49982	10409	53900	15305
SAOUHSC_01973	NC_007795.1	1876332	1877273	-	942	6009	2096	6113	10914	8562	12749
SAOUHSC_01974	NC_007795.1	1877270	1880206	-	2937	10828	3626	10722	23355	14115	27608
SAOUHSC_01975	NC_007795.1	1880196	1881392	-	1197	2652	1089	2249	10781	3129	12698
SAOUHSC_01976	NC_007795.1	1881683	1881781	-	99	51	2	31	20	52	24
SAOUHSC_01977	NC_007795.1	1882164	1882508	-	345	6253	845	4905	10648	8029	11907
SAOUHSC_01978	NC_007795.1	1882577	1883701	-	1125	2390	287	2492	3317	3469	3586
SAOUHSC_01979	NC_007795.1	1883880	1884344	-	465	1164	85	1031	1112	1532	1186
SAOUHSC_01980	NC_007795.1	1884700	1885323	-	624	370	57	327	653	491	769
SAOUHSC_01981	NC_007795.1	1885345	1886457	-	1113	628	125	600	1320	931	1546
SAOUHSC_01982	NC_007795.1	1886620	1887441	+	822	2411	921	1630	5246	2709	5192
SAOUHSC_01983	NC_007795.1	1887904	1889289	-	1386	3238	2943	2104	9760	3795	10150
SAOUHSC_01984	NC_007795.1	1889485	1889880	-	396	298	46	318	745	375	636
SAOUHSC_01985	NC_007795.1	1889999	1890361	+	363	34	7	32	29	74	20
SAOUHSC_01986	NC_007795.1	1890657	1890809	-	153	4534	1046	3778	10074	6199	8444
SAOUHSC_01987	NC_007795.1	1890834	1891433	-	600	14681	3783	10480	29385	16740	28309
SAOUHSC_01988	NC_007795.1	1891592	1892062	-	471	815	311	730	1137	932	1539
SAOUHSC_01989	NC_007795.1	1892067	1893209	-	1143	1687	722	1510	2883	1897	3754
SAOUHSC_01990	NC_007795.1	1893345	1894073	-	729	1149	351	1526	600	1766	1415
SAOUHSC_01991	NC_007795.1	1894060	1895517	-	1458	1375	152	1710	520	1913	1843
SAOUHSC_01992	NC_007795.1	1895775	1896836	-	1062	2491	656	2319	3661	2502	3788
SAOUHSC_01993	NC_007795.1	1897329	1898648	+	1320	394	33	363	728	590	642
SAOUHSC_T00031	NC_007795.1	1898905	1898988	-	84	682	6003	672	2430	1146	2415
SAOUHSC_T00046	NC_007795.1	1899027	1899101	-	75	609	154	583	548	916	200
SAOUHSC_T00047	NC_007795.1	1899115	1899189	-	75	292	293	304	170	429	79
SAOUHSC_T00023	NC_007795.1	1899205	1899279	-	75	650	182	659	279	761	224
SAOUHSC_T00015	NC_007795.1	1899287	1899360	-	74	477	124	370	284	590	152
SAOUHSC_T00016	NC_007795.1	1899366	1899437	-	72	1177	323	1044	974	1710	169
SAOUHSC_T00027	NC_007795.1	1899449	1899521	-	73	2068	991	1520	1154	2491	337
SAOUHSC_T00056	NC_007795.1	1899524	1899597	-	74	1370	497	846	524	1348	372
SAOUHSC_T00057	NC_007795.1	1899613	1899693	-	81	1671	949	1643	1453	1982	2642
SAOUHSC_T00054	NC_007795.1	1899699	1899774	-	76	1773	196	1333	514	1751	623
SAOUHSC_T00043	NC_007795.1	1899782	1899854	-	73	703	295	720	542	992	306
SAOUHSC_T00013	NC_007795.1	1899873	1899948	-	76	288	149	276	148	387	101
SAOUHSC_T00039	NC_007795.1	1899958	1900031	-	74	2015	1048	1711	1027	3063	427
SAOUHSC_T00051	NC_007795.1	1900046	1900138	-	93	3284	497	2602	1110	3828	319
SAOUHSC_T00014	NC_007795.1	1900177	1900252	-	76	1958	535	1783	620	2157	411
SAOUHSC_T00052	NC_007795.1	1900263	1900352	-	90	938	203	632	387	1249	93
SAOUHSC_T00040	NC_007795.1	1900362	1900435	-	74	1163	447	1231	599	1629	323
SAOUHSC_T00041	NC_007795.1	1900461	1900537	-	77	3614	1231	3911	2007	5235	1321
SAOUHSC_T0002	NC_007795.1	1900559	1900634	-	76	557	165	409	236	651	150
SAOUHSC_T00045	NC_007795.1	1900652	1900725	-	74	498	335	504	443	747	606
SAOUHSC_T0007	NC_007795.1	1900735	1900808	-	74	3547	1163	2461	1986	4249	891
SAOUHSC_T00032	NC_007795.1	1900827	1900915	-	89	669	122	372	426	709	95
SAOUHSC_T00024	NC_007795.1	1900926	1901000	-	75	54	9	68	29	68	12
SAOUHSC_T00033	NC_007795.1	1901004	1901085	-	82	2434	1201	1326	1822	3104	61
SAOUHSC_T00036	NC_007795.1	1901089	1901164	-	76	1156	373	493	422	950	169
SAOUHSC_T00055	NC_007795.1	1901170	1901245	-	76	235	119	111	130	281	62
SAOUHSC_T00060	NC_007795.1	1901262	1901337	-	76	8	1	7	4	8	2
SAOUHSC_R00013	NC_007795.1	1901349	1901463	-	115	4	8	0	3	4	3
SAOUHSC_R0008	NC_007795.1	1901536	1904457	-	2922	2644	2637	803	1288	1848	965
SAOUHSC_T0003	NC_007795.1	1904671	1904746	-	76	1400	496	1829	645	3860	571
SAOUHSC_T00028	NC_007795.1	1904765	1904841	-	77	154	18	82	60	107	37
SAOUHSC_R0003	NC_007795.1	1904931	1906485	-	1555	209	1037	73	474	417	304
SAOUHSC_01997	NC_007795.1	1907224	1907670	-	447	23272	1880	23072	26302	30713	36248
SAOUHSC_01998	NC_007795.1	1907767	1908717	-	951	2010	426	2507	4277	2874	6756
SAOUHSC_01999	NC_007795.1	1908723	1909178	-	456	918	182	974	2157	1285	4043
SAOUHSC_02000	NC_007795.1	1909259	1910548	+	1290	4635	1399	6612	3240	6497	3648
SAOUHSC_02001	NC_007795.1	1910892	1911935	+	1044	7954	917	11339	6590	11336	9459
SAOUHSC_02002	NC_007795.1	1912025	1912117	-	93	114	9	108	114	158	110
SAOUHSC_02003	NC_007795.1	1912126	1913862	-	1737	7951	801	5379	4530	7356	5789
SAOUHSC_02004	NC_007795.1	1914153	1914695	-	543	6695	817	9221	3403	8985	3800
SAOUHSC_02005	NC_007795.1	1914997	1916034	-	1038	1549	253	1892	1915	1939	2542
SAOUHSC_02006	NC_007795.1	1916186	1917163	+	978	11198	1434	10645	7134	14810	7015
SAOUHSC_02008	NC_007795.1	1917424	1918260	-	837	852	138	1480	2026	1621	2265
SAOUHSC_02009	NC_007795.1	1918269	1919786	-	1518	1156	693	1142	4238	1539	5390
SAOUHSC_02010	NC_007795.1	1919801	1920091	-	291	249	193	235	1215	357	2001
SAOUHSC_02011	NC_007795.1	1920093	1920911	-	819	528	193	472	1550	683	2747
SAOUHSC_02012	NC_007795.1	1921172	1921981	-	810	17082	825	18661	7897	19460	11590
SAOUHSC_02013	NC_007795.1	1922322	1922837	-	516	6219	2628	4642	14888	6502	14721
SAOUHSC_02014	NC_007795.1	1922968	1923129	-	162	324	34	358	695	427	703
SAOUHSC_02015	NC_007795.1	1923456	1923557	+	102	0	0	0	0	0	0
SAOUHSC_02016	NC_007795.1	1923883	1924083	-	201	0	0	0	0	0	0
SAOUHSC_02017	NC_007795.1	1924070	1924180	-	111	0	0	0	0	0	0
SAOUHSC_02018	NC_007795.1	1924251	1924403	-	153	0	0	0	0	0	0
SAOUHSC_02019	NC_007795.1	1924647	1926092	-	1446	0	0	0	0	0	0
SAOUHSC_02020	NC_007795.1	1926073	1926510	-	438	0	0	0	0	0	0
SAOUHSC_02021	NC_007795.1	1926566	1926961	-	396	0	0	0	0	0	0
SAOUHSC_02022	NC_007795.1	1926967	1928139	-	1173	0	0	0	0	0	0
SAOUHSC_02023	NC_007795.1	1928152	1930050	-	1899	0	0	0	0	0	0
SAOUHSC_02025	NC_007795.1	1930187	1930486	-	300	0	0	0	0	0	0
SAOUHSC_02026	NC_007795.1	1930526	1930699	-	174	0	0	0	0	0	0
SAOUHSC_02027	NC_007795.1	1930703	1931080	-	378	0	0	0	0	0	0
SAOUHSC_02028	NC_007795.1	1931080	1932903	-	1824	0	0	0	0	0	0
SAOUHSC_02029	NC_007795.1	1932903	1934813	-	1911	0	0	0	0	0	0
SAOUHSC_02030	NC_007795.1	1934828	1936729	-	1902	0	0	0	0	0	0
SAOUHSC_02031	NC_007795.1	1936738	1937685	-	948	0	0	0	0	0	0
SAOUHSC_02033	NC_007795.1	1937698	1941165	-	3468	0	0	0	0	0	0
SAOUHSC_02034	NC_007795.1	1941182	1941526	-	345	0	0	0	0	0	0
SAOUHSC_02035	NC_007795.1	1941556	1941921	-	366	0	0	0	0	0	0
SAOUHSC_02036	NC_007795.1	1941983	1942564	-	582	0	0	0	0	0	0
SAOUHSC_02037	NC_007795.1	1942583	1942966	-	384	0	0	0	0	0	0
SAOUHSC_02038	NC_007795.1	1942978	1943325	-	348	0	0	0	0	0	0
SAOUHSC_02040	NC_007795.1	1943325	1943627	-	303	0	0	0	0	0	0
SAOUHSC_02041	NC_007795.1	1943624	1943956	-	333	0	0	0	0	0	0
SAOUHSC_02042	NC_007795.1	1943965	1944252	-	288	0	0	0	0	0	0
SAOUHSC_02043	NC_007795.1	1944274	1945248	-	975	0	0	0	0	0	0
SAOUHSC_02044	NC_007795.1	1945262	1945882	-	621	0	0	0	0	0	0
SAOUHSC_02046	NC_007795.1	1945991	1946161	-	171	0	0	0	0	0	0
SAOUHSC_02047	NC_007795.1	1946234	1947229	-	996	0	0	0	0	0	0
SAOUHSC_02048	NC_007795.1	1947236	1948771	-	1536	0	0	0	0	0	0
SAOUHSC_02049	NC_007795.1	1948782	1950059	-	1278	0	0	0	0	0	0
SAOUHSC_02050	NC_007795.1	1950046	1950486	-	441	0	0	0	0	0	0
SAOUHSC_02051	NC_007795.1	1950673	1951095	-	423	0	0	0	0	0	0
SAOUHSC_02052	NC_007795.1	1951119	1951265	-	147	0	0	0	0	0	0
SAOUHSC_02053	NC_007795.1	1951266	1951454	-	189	0	0	0	0	0	0
SAOUHSC_02054	NC_007795.1	1951442	1951642	-	201	0	0	0	0	0	0
SAOUHSC_02055	NC_007795.1	1951617	1951805	-	189	0	0	0	0	0	0
SAOUHSC_02056	NC_007795.1	1951802	1952047	-	246	0	0	0	0	0	0
SAOUHSC_02057	NC_007795.1	1952084	1952620	-	537	0	0	0	0	0	0
SAOUHSC_02058	NC_007795.1	1952586	1952828	-	243	0	0	0	0	0	0
SAOUHSC_02059	NC_007795.1	1952825	1953070	-	246	0	0	0	0	0	0
SAOUHSC_02060	NC_007795.1	1953085	1953333	-	249	0	0	0	0	0	0
SAOUHSC_02061	NC_007795.1	1953334	1953693	-	360	0	0	0	0	0	0
SAOUHSC_02062	NC_007795.1	1953694	1953963	-	270	0	0	0	0	0	0
SAOUHSC_02063	NC_007795.1	1953964	1954149	-	186	0	0	0	0	0	0
SAOUHSC_02064	NC_007795.1	1954154	1954558	-	405	0	0	0	0	0	0
SAOUHSC_02065	NC_007795.1	1954569	1954790	-	222	0	0	0	0	0	0
SAOUHSC_02066	NC_007795.1	1954794	1955009	-	216	0	0	0	0	0	0
SAOUHSC_02067	NC_007795.1	1955006	1956247	-	1242	0	0	0	0	0	0
SAOUHSC_02068	NC_007795.1	1956244	1956600	-	357	0	0	0	0	0	0
SAOUHSC_02069	NC_007795.1	1956600	1957406	-	807	0	0	0	0	0	0
SAOUHSC_02070	NC_007795.1	1957378	1958070	-	693	0	0	0	0	0	0
SAOUHSC_02071	NC_007795.1	1958083	1958583	-	501	0	0	0	0	0	0
SAOUHSC_02072	NC_007795.1	1958667	1959446	-	780	0	0	0	0	0	0
SAOUHSC_02073	NC_007795.1	1959447	1959983	-	537	0	0	0	0	0	0
SAOUHSC_02074	NC_007795.1	1959996	1960316	-	321	0	0	0	0	0	0
SAOUHSC_02075	NC_007795.1	1960237	1960566	-	330	0	0	0	0	0	0
SAOUHSC_02076	NC_007795.1	1960656	1960817	-	162	0	0	0	0	0	0
SAOUHSC_02077	NC_007795.1	1960810	1961031	-	222	0	0	0	0	0	0
SAOUHSC_02078	NC_007795.1	1961045	1961494	-	450	0	0	0	0	0	0
SAOUHSC_02079	NC_007795.1	1961536	1961760	-	225	0	0	0	0	0	0
SAOUHSC_02080	NC_007795.1	1961761	1962552	-	792	0	0	0	0	0	0
SAOUHSC_02081	NC_007795.1	1962709	1963017	-	309	0	0	0	0	0	0
SAOUHSC_02083	NC_007795.1	1963032	1963250	-	219	0	0	0	0	0	0
SAOUHSC_02084	NC_007795.1	1963392	1964111	+	720	0	0	0	0	0	0
SAOUHSC_02085	NC_007795.1	1964181	1964348	+	168	0	0	0	0	0	0
SAOUHSC_02086	NC_007795.1	1964508	1964693	+	186	0	0	0	0	0	0
SAOUHSC_02087	NC_007795.1	1964729	1965634	+	906	0	0	0	0	0	0
SAOUHSC_02088	NC_007795.1	1965571	1965771	-	201	0	0	0	0	0	0
SAOUHSC_02089	NC_007795.1	1965883	1966929	+	1047	0	0	0	0	0	0
SAOUHSC_02090	NC_007795.1	1966974	1968119	+	1146	3344	394	4172	3007	4528	3664
SAOUHSC_02091	NC_007795.1	1968379	1968909	-	531	3294	1884	3850	7237	4549	12241
SAOUHSC_02092	NC_007795.1	1968999	1970255	-	1257	4230	1876	4920	10038	5971	13425
SAOUHSC_02093	NC_007795.1	1970258	1970458	-	201	217	42	332	495	330	872
SAOUHSC_02095	NC_007795.1	1970605	1971069	+	465	8633	15969	6405	38420	8391	76694
SAOUHSC_02096	NC_007795.1	1971076	1971351	+	276	6665	3617	5800	27237	7506	27518
SAOUHSC_02097	NC_007795.1	1971629	1972846	+	1218	4454	2839	3509	22514	4960	21972
SAOUHSC_02098	NC_007795.1	1972962	1973591	-	630	12432	619	14745	3725	15713	4850
SAOUHSC_02099	NC_007795.1	1973581	1974624	-	1044	14075	371	18960	4828	18889	5897
SAOUHSC_02100	NC_007795.1	1974621	1975322	-	702	3455	127	3940	1634	4385	2067
SAOUHSC_02101	NC_007795.1	1975337	1975723	-	387	1205	23	1771	715	1443	1785
SAOUHSC_02102	NC_007795.1	1975940	1976698	-	759	1957	531	2124	3526	2941	2902
SAOUHSC_02103	NC_007795.1	1977226	1978212	+	987	400	33	577	630	654	569
SAOUHSC_02104	NC_007795.1	1978643	1979056	-	414	22	10	40	61	40	88
SAOUHSC_02105	NC_007795.1	1979085	1979195	-	111	81	4	77	33	107	12
SAOUHSC_02106	NC_007795.1	1979281	1980012	-	732	5617	403	8660	2978	8007	2903
SAOUHSC_02107	NC_007795.1	1980014	1981327	-	1314	8276	863	10993	5212	10474	4901
SAOUHSC_02108	NC_007795.1	1981619	1982119	+	501	29817	1109	32901	24734	39939	18998
SAOUHSC_02109	NC_007795.1	1982201	1982293	-	93	2	0	6	7	5	5
SAOUHSC_02110	NC_007795.1	1982508	1983062	+	555	6212	110	4971	2411	6766	1780
SAOUHSC_02111	NC_007795.1	1983130	1984170	-	1041	2398	418	1712	1715	2529	1386
SAOUHSC_02112	NC_007795.1	1984447	1984977	-	531	2461	232	3106	1934	3037	2154
SAOUHSC_02113	NC_007795.1	1985147	1986508	-	1362	4278	329	3791	2850	4722	3173
SAOUHSC_02114	NC_007795.1	1986589	1987536	-	948	8706	960	11153	5336	13879	4986
SAOUHSC_02115	NC_007795.1	1988119	1988265	-	147	2	0	0	1	0	2
SAOUHSC_02116	NC_007795.1	1988305	1989732	-	1428	12645	6093	13257	20415	16736	25974
SAOUHSC_02117	NC_007795.1	1989745	1991202	-	1458	5181	2252	4857	9428	6807	8860
SAOUHSC_02118	NC_007795.1	1991204	1991506	-	303	519	102	406	1088	645	1563
SAOUHSC_02119	NC_007795.1	1991873	1993411	+	1539	4430	2867	4301	8265	5261	10118
SAOUHSC_02121	NC_007795.1	1993500	1994699	-	1200	4914	1579	5366	8304	7035	10756
SAOUHSC_02122	NC_007795.1	1994712	1996715	-	2004	5096	1558	5544	7559	7144	9585
SAOUHSC_02123	NC_007795.1	1996719	1998911	-	2193	4014	1665	4095	5569	5563	6722
SAOUHSC_02124	NC_007795.1	1998908	1999600	-	693	765	169	696	1404	1011	1633
SAOUHSC_02125	NC_007795.1	1999772	2000074	-	303	1503	272	1617	2430	2377	1679
SAOUHSC_02126	NC_007795.1	2000183	2001478	-	1296	2329	548	2842	3449	3787	3011
SAOUHSC_02127	NC_007795.1	2002339	2003505	+	1167	1027	156	2174	369	2555	392
SAOUHSC_02129	NC_007795.1	2003536	2003862	+	327	265	33	1056	196	862	265
SAOUHSC_02130	NC_007795.1	2004154	2004327	-	174	699	317	696	882	1002	594
SAOUHSC_02131	NC_007795.1	2004308	2004910	-	603	1570	349	1567	2349	2107	2950
SAOUHSC_02132	NC_007795.1	2005181	2006002	-	822	1265	341	1490	2462	1852	4075
SAOUHSC_02133	NC_007795.1	2005995	2007464	-	1470	965	668	1091	2069	1320	3822
SAOUHSC_02134	NC_007795.1	2007648	2008724	+	1077	701	794	598	2097	955	2745
SAOUHSC_02135	NC_007795.1	2008744	2009538	+	795	679	320	722	2059	1038	2861
SAOUHSC_02136	NC_007795.1	2009610	2009717	+	108	3	0	5	3	6	3
SAOUHSC_02137	NC_007795.1	2009728	2011290	-	1563	3579	1650	3137	4499	4142	6421
SAOUHSC_02138	NC_007795.1	2011495	2012592	-	1098	530	691	421	2215	604	2236
SAOUHSC_02139	NC_007795.1	2012964	2013524	+	561	7181	1887	6190	13880	9290	23247
SAOUHSC_02140	NC_007795.1	2013577	2014506	+	930	16989	3060	15769	26474	23141	25608
SAOUHSC_02141	NC_007795.1	2014701	2014874	-	174	13	2	13	12	14	27
SAOUHSC_02142	NC_007795.1	2014926	2016305	+	1380	2093	1424	1347	9120	2630	15106
SAOUHSC_02143	NC_007795.1	2016425	2017453	-	1029	5000	542	3633	5416	4423	6225
SAOUHSC_02144	NC_007795.1	2017723	2018124	+	402	2734	79	1859	490	2916	529
SAOUHSC_02145	NC_007795.1	2018697	2018870	-	174	865	379	1433	3178	1357	3454
SAOUHSC_02146	NC_007795.1	2019321	2020361	+	1041	379	205	357	1097	507	1872
SAOUHSC_02147	NC_007795.1	2020418	2021260	-	843	3017	321	3357	3465	4319	4662
SAOUHSC_02148	NC_007795.1	2021257	2021739	-	483	521	141	576	1294	737	1621
SAOUHSC_02149	NC_007795.1	2021874	2022398	-	525	283	151	241	1140	417	1829
SAOUHSC_02150	NC_007795.1	2022519	2023082	+	564	2412	976	1657	6788	3155	8344
SAOUHSC_02151	NC_007795.1	2023148	2023888	-	741	637	108	1042	864	1448	863
SAOUHSC_02152	NC_007795.1	2023888	2024760	-	873	3232	380	4030	2307	6957	2182
SAOUHSC_02153	NC_007795.1	2024757	2025437	-	681	362	37	841	461	886	329
SAOUHSC_02154	NC_007795.1	2025438	2026334	-	897	2785	140	3106	1477	5423	922
SAOUHSC_02155	NC_007795.1	2026331	2026711	-	381	1199	134	1314	680	2326	535
